content,polarity
"Muy bueno: RT Buenas Diputado RT please, gracias. SaludosEl tercer jinete ",P
"Habrá que ir calentando los motores para esta noche... Y no, no es que vaya a ver el clásico ;)",N
Shakira ganó ayer 2 Premios 40: Artista latina más importante e influyente en el mundo y Mejor Artista Int. en Lengua Española ShakiraHQ,P
"Somos consciente de la importancia cultural y musical de la sala Malandar, por eso vamos a buscar soluciones con su dueño",P
" Sí, y en una competición real,abierta.No como los simulacros futboleros d aquí.Vamos,Pau,eres y serás EL MAS GRANDE!",P
No me gusta el fútbol pero estoy impacientE x ver jugar al . Que gane el mejor..... el ,NEU
El Tribunal de Cuentas ve irregularidades en contratos del semestre europeo presidido por Zapatero (vía ),N
"La clave del partido de hoy: el miedo. Si Mou saca un equipo para amarrar, ganará el Barca. El Madrid sólo puede ganar si sale a ganar",P
"je, je“: Que grandes y sus ""teloneros""!! #BROTHERNESKENS”",P
He oido que esta noche 500 millones de personas verán el partido. Madre mía!Buena suerte a todos.,P
"Hoy veré el clásico en un pub de Londres... y con dos madridistas de armas tomar, a ver si me llevo una alegría ;)",P
"Que nadie se enfade, pero esta noche también ponen en la tele ""El perro del hortelano"", la última y estupenda película de Pilar Miró.",P
¡Lo mejor de mi timeline está disponible! ▸ Historias del día por ,P
No se como agradecer todas las muestras de cariño q he recibido hoy aquí y fuera de aquí...No tengo palabras. Gracias infinitas,P
Apaga y vámonos! Qué mala pata,N
"Felicitats Barça/ Madrid, queda liga! #tomacomentariofutbolero !! Buenas noches amigos y GRACIAS POR SER Y ESTAR",P
"“: las dos cosas eran pura ficción!!!” Sí, pero no hay color!!",NEU
"“: risto, te veo muy moderado hoy con los merengues xD” Pues sí. Odio a la gente que no sabe ganar.",NEU
“: En el concierto de esta noche de Los Secretos en Madrid te ha mencionado Enrique Urquijo.” La Pantoja crea escuela...,P
A puntito de salir para charleston en baeza!!!!por cierto Enhorabuena al FCB y a todos sus seguidores!!!!,P
"Parece que, desgraciadamente ha fallecido una persona en Guerrero.",N
“: ¡Maaajo!. ¡Buen viaje!. Al parecer los daños del temblor no pasaron a mayores. ,P
"Bueno, abrazos para tod !!! Hasta luego!",P
Puedes encontrar vicio y tentación en cada esquina... ,N
Merkozy se equivoca via ,N
" no debe haber mas limite que las viejas reglas del oficio, buscar la verdad, verificar, respetar... Buena practica, periodismo.",P
"Y reitero que no es una cuestión personal, sino debate necesario que va mas allá de la profesión del periodismo.La red abre espacios nuevos",P
Con mi hermano ...;-) ,P
" y fomentaremos el deporte, su práctica y sus valores.Creemos más urgente recuperar un ministerio como el de Agricultura",P
Ya estamos en Japon! Son las 23h asi q hay que ir a dormir para que el jet lag se vaya rapido... Que sueño!!!!,P
Vuelvo a Disney!!!;-),P
Nervios ,N
Si me da tiempo os subo alguna foto... Os quierooooo!!!,P
“: cuida tus palabras admirador del fútbol independentista.” #LosMerenguesEscozios,N
“: eres un poco catalan cabron no??? Pero si sois unos ratas que no soltais un euro ¡racanos!” #LosMerengesEscozios,N
"EEUU y el FMI insatisfechos con resultados de la cumbre euroepa. Mañana, en EM, mi análisis sobre la cumbre centrado en las tareas de Rajoy.",N
"Grande nuestro querido Estudiantes, agriando aún más el fin d semana horribilis del madridismo.",N
Grande somos el primer equipo de Maaadrid! :)))),P
Madrid. Gracias por vuestro cariño. Ha sido un placer!!!!!!.,P
Mañana por la mañana montones de asalariados del PP volverán a TWITTER . Estos días no han tenido tiempo. Estaban de acueducto.,N
"Éste es el ""nuevo"" y fantasmagórico hospital de Toledo… Varios años después (vea las fotos) - ",N
D.Villepin candidato alas presidenciales Francesas.TF1.Rencor acumulado entre los dos.NS y DV.,N
"Y a propósito de la actualidad, un recuerdo a Gregorio Ordóñez ",P
"El era capaz de mejorar esta canción, que tantas veces le oí cantar y esta es la mejor manera de recordarlo . Te quiero ",P
Buenas noches!!!Desde Disney os digo... Que os quiero FAMILIAAAAA!!! ,P
Es un muñeco! (pero la verdad es que lo han clavao...) ,P
Llamen para salvar a sus favoritos es ahora.. En los comerciales.. Hoy se queda solo uno de cada equipo.,P
"Suben las tarifas de los taxis madrileños una media d 1,6%. La bajada de bandera diurna sube 5 céntimos y pasará a 2,15 euros.",N
"Esta tarde firmo #ElPrimerNaufragio en El Corte Inglés de Diagonal en Barcelona a las 6,30. Con foto y dedicatoria especial para tuiteros.",P
Interesante artículo de Manrique en El Pais. ,P
"Buenos días, empieza una semana bastante dura de trabajo con 4 conciertos seguidos, a esta altura de la temporada se convierte en un reto.",N
Un día mas en la puerta de Génova. Hoy portavoces y presidentes de Congreso y Senado. Muchas quinielas y pocas certezas.,N
" Qué generoso, jaja.",P
Interesante la tribuna de José Manuel García-Margallo sobre la cumbre de la UE ,P
Rajoy: Os pido el mayor esfuerzo... la legislatura no va a ser ni mucho menos fácil ... Hay que explicar mucho,NEU
Confusión en Junta Directiva PP. Zoido presidirá el XVII Congreso Nacional de febrero pero la comisión organizadora la dirigirá Pedro Sanz,N
""": De dónde sacas tantas frases ingeniosas? Tienes a gente explotada en un almacén?"" Llamarlos gente es muy generoso por tu parte.",P
Castilla y León en cabeza RT : propone a Jesús Posada como Presidente del Congreso,P
Gracias a todos. Luego os contesto particularmente.,P
"Enhorabuena a los presidentes del Congreso y Senado, Jesús Posada y y a los portavoces Alfonso Alonso y José Manuel Barreiro",P
"Los dos nombramientos de Rajoy son De mano dura con guante de plata. A Posada dará bien la talla, guiño a Castilla y León.",NEU
"Cruz está que de sale RT "": Miguel carcaño; así vive en la cárcel. Muy bueno el répor de """,P
"El metro de Sevilla tiene banda sonora navideña. Hace más ""amena"" la espera. Pero,¿no estamos en crisis?,¿cuánto cuesta?¿debería suprimirse?",NEU
Todo preparado para el gran espectáculo. El jueves el Ayuntamiento va a cobrar vida #sevillahoy ,P
"A las 3 en , Zapatero dice que no aprobó la ley de las descargas en Internet por la presión de las redes sociales",N
Have an amazing week everyone!Much peace!//la semana comienza y bien!!! Fuerza para tod!PAZ,P
Gracias a los q pensáis q soy la periodista 20 de los 30 mas influyentes dEspaña. Gracias!enhorabuena a ,P
El hecho de q nos valoréis es fantástico para seguir trabajando aun mas por la libertad y la honradez en la información. Gracias!,P
""": Mi nueva adquisición literaria. 'Que la muerte te acompañe' "" Enhorabuena, lo has encontrado!",P
"Yo estoy bastante de acuerdo con esta elección... AquÃ­, la mujer mÃ¡s atractiva vía ",P
Os dejo una foto con mi primo que hoy es su cumple! A ver si se invita a algo!! :P ,P
"Lunes negro el d Urdangarín. A su abogado-portvz no se le ha ocurrido otra cosa q decir que ""está indignado"". Coñas asamblearias aseguradas",N
 el abogado esta indignado Xq el Rey no le informo antes? Es indigno todo. Lo segundo también.,N
"""Me basta y me sobra"" dice tras quedarse de diputado raso en el #congreso . , portavoz de ",P
"No os perdáis en el Prado el nuevo Bruegel ""la fiesta del vino ""Restaurado aquí Maravilloso. El vicio y la virtud siglo XVi. Tan moderno!!",P
Con Alexander Kwaniewski ex presidente Polonia. Con Polonia tenemos mucho que hacer en Europa Hemos perdido algo el tiempo. Ganemoslo,N
"Hay Pte Portavoz, Portavoz adjunto e incluso portavoz rotatorio, y los he desempeñado. El portavoz 4 o 5 no existe en Cortes. Diputado sí",N
 ya se estrena esta noche con una en otra radio.,P
"Gran foto, Fatima “: Por su culpa, por su culpa, por su gran culpa... ”",NEU
celebracion y dificultades en la zona euro ,N
 aquí os dejo con el #videocapítulo del concierto de Jaén. besos.,P
Eguiguren: el socialismo esta en el desierto sin cantimplora.,N
"MAÑANA ES 13 adoro los 13, porqué? ni idea pero siempre creo que me va a pasar algo bueno! #13",P
No pudimos aprovechar el gol inicial y ellos sacaron provecho en el segundo tiempo del jugador de más.,NEU
"Mañana mas y seguro, seguro, seguro, que mejor. #BuenasNoches",P
Gracias ;) RT : *7714 México ;) RT: : Voten por hay que (cont) ,P
Buenos días a todos! Así amanece Madrid: ,P
"Rajoy:''Intentaremos repartir de manera equitativa los costos de esta crisis económica. La primera obligación de un gobernante es ser justo""",NEU
Embarcando que es gerundio! Y es martes y además 13!! Llamadme valiente!!!! Destino Barcelona!!!,P
RT :Mi enhorabuena a quienes toman posesión de su escaño en Congreso y Senado y dan inicio a X Legislatura de nuestra democracia.,P
Hoy se constituyen las Cortes d la décima legislatura. Ademas escucharemos la reacción del abogado de Urdangarin. #losdesayunosdetve,NEU
Pregunta: ¿por qué Bermúdez no se querella contra EM? Respuesta: porque en la instrucción de ese sumario se podrían practicar pruebas.,N
"Empieza la primera reunion del Grupo Popular en el Congreso. Los nuevos diutados llegan despistados. Los veteranos, expectantes por si acaso",P
"Buenos días gente. Adoro las noches en las que no estoy de servicio. Como anoche, disfrutando del espectáculo de y compañía.",P
"De las llegadas, Posada ha contado q Bono le ha dado buenos consejos y el dipu de / Compromís ha llegado en bici al #congreso",P
"Da igual que o sea corresponsal político con acreditación permanente. Prensa del Congreso a la suya, deja a los periodistas en la calle",N
 También han aprobado siete portavoces adjuntos y han ratificado a Teófilo de Luis como secretario técnico. Besos,P
"Para celebrar que hoy descanso, me voy al dentista #tontoqueesuno",P
"AMAIUR tendrá grupo solo con diputados del PVasco. El de Navarra (le faltaban unas décimas para 15%), no tomará posesión, de momento",N
sólo tiene q tomar prestado un diputado de FORO temporalmente. “: y grupo parlamentario de UPyD????,N
Hoy asisten 349 diputados a la Constitución de la cámara baja. Falta solo el diputado de AMAIUR por Navarra,N
La actual situación económica hace urgente adoptar medias de control de gasto público y de austeridad en la administración de #Asturias.,N
Estoy recibiendo preguntas para los 4 nuevos en el Congreso. ¿Os puedo pedir que las reenviéis a con la etiqueta #losnuevos?,P
Familia ! Gracias por todos sus mensajes ! Por aquí leyendo uno a uno . Les deseo un feliz día !,P
"CIU obliga a rectificar a De Gispert.Ya vale todo,incluso l xenofobia. unos mueven el árbol,otros recogen ls nueces...",N
Pues que se te ocurre? RT : Qe haras si Oscar gana #LaVoz ... Algo divertido no.? Para todos tus fans.! =),P
#EnriqueMorente todo bien chicas. Un besazo RT : feliz m 13 jefee!! Como va todo por allá?,P
Jeje. Ya.. Bienvenid mis gringit un fuerte abrazo. #EnriqueMorente RT : (cont) ,P
Que maravilla.. Un besazo anorme a tru princesa. RT : Creo que cada (cont) ,P
"La maniobra de Amaiur,no tomar posesión diputado x Navarra,no les garantiza grupo parlamentario la última palabra la tiene Mesa del Congreso",N
"Pues sí,pro pasan ls años y da igual quien venga.¿No os indignan los dl palco?Otro estómago agradecido, con lo q fue",NEU
Pues por favor vota al *7714 gracias ;) RT : ese es mi gallo,P
"Esta noche estoy entre pasar bajo una escalera vestido de amarillo echándole sal a un gato mientras rompo un espejo, o ver TSQV... #Dilema13",N
"Si en Parlament se puede decir“ls españoles nos roban”,los de Duran tendrán licencia para decir“ls homosexuales son enfermos”? #stopfachas",N
"Aunque se cayera, igual volvería para el especial navideño de TCMS... ",NEU
"Camps, molt honorable: ""Supongo que los ciudadanos quieren que vaya bien vestido"" ",P
novedosas? anécdota? Espero que el Congreso no se convierta un circo y TODOS le guarden el respeto que merece ,P
Hasta hace nada te robaban reclamando la bolsa o la vida. Ahora desde la bolsa parece que nos roban la vida sin reclamar. Mañana me entero,N
La Mesa acuerda que los partidos puedan solicitar grupo hasta el jueves a las ocho de la tarde. Media hora después se reunirá la Mesa,P
Cataluña dice q no tiene dinero para pagar nóminas. Pero si tiene para financiar cine lésbico. Se lo contamos en el 20:30,N
"Enhorabuena : RT : Bottup, único proyecto español en 'Citizen Media Toolkit' de Changemakers+Google: ",P
De nuevo Ai Weiwei luchando por la democracia en China ,P
 el Min. de Agricultura; haremos del agroalimentario un sector comp. y vertebrador. P.64-69 ,P
"Ya está aquí toda la INFO y entradas para ""YES WE SPAIN IS DIFFERENT"" BARCELONA ....EN 2012 ...LA VAMOS A LIAR!!!!",N
Bfff no me acordaba de ésta.,N
"Teresa Cunillera (PSOE) premio ""Luis Carandell"" a la mejor relación con la prensa #premiosAPP",P
Álvaro Nadal (PP) Premio Diputado revelación #premiosAPP,P
"Tan sólo seremos libres cuando no haya más que perder... Si estuvistéis, espero q os gustase. Buenas noches",P
"Joan Ridao (ERC) premio ""Azote del Gobierno"" #premiosAPP",P
"Y tiene tuiter: , 29 años de diputado. Se ha llevado la ovación de la noche. #APP",P
Alguien en la mesa de Rubalcaba ha levantado la mano cuando preguntaba por candidatos a liderar #premiosAPP,P
Uxue Barcos premiada con el' Emilio Castelar' por la Asociación de Periodistas Parlamentarios. Muy merecido!,P
"¡Qué chollo!: ""casas que se venden al precio de la hipoteca"". Como si esa referencia supusiera un precio barato. ",NEU
"El Consejo de la Unión Europea defiende la #Neutralidad en #Internet, pero no propone medidas concretas #interesante",N
"Buenos días a todos, que paséis un estupendo miércoles :-)",P
De verdad es posible q Urdangarin montase todo este lío? Es tan tosco y escandaloso q prefiero pensar q le engaño su asesor fiscal.,N
"“: dicen que a quien madruga Dios le ayuda, pero, entre tu y yo, creo que es mentira” JAJAJAJAJA !",NEU
"Qué bien lo pasamos, Carmen! “: La plantilla de EM de Andalucía sigue celebrando el XV aniversario. ”",P
"Muere un hombre al chocar frontalmente el vehículo q conducía en sentido contrario con un camión,(A-92 altura La Roda de Andalucía,Sevilla)",N
"Tienes razón, Adriana. Mañana estaré con vosotros en el programa de Federico “: Todo un sinvergüenza...y me quedo corta”",N
Alfonso Alonso: 'Amaiur no cumple el reglamento para formar grupo propio' | elmundo.es ,N
el juez Grande-Marlaska demanda a los medios profundizar más en la violencia machista,N
"Según Montes el tal periodista ""q dice barbaridades"" no esta a la altura. Se trata de Miguel Angel Noceda de El Pais. Contrastado. 2/2",N
David Pérez será el nuevo presidente de la Federación Madrileña de Municipios.,P
